Date,DIS,NFLX,SPOT
2020-01-02,144.790283203125,32.98099899291992,151.6199951171875
2020-01-03,143.12937927246094,32.59000015258789,152.5
2020-01-06,142.29893493652344,33.58300018310547,156.72000122070312
2020-01-07,142.3477783203125,33.07500076293945,156.02000427246094
2020-01-08,142.0546875,33.92599868774414,158.77999877929688
2020-01-09,141.497802734375,33.566001892089844,157.74000549316406
2020-01-10,141.29263305664062,32.904998779296875,156.0399932861328
2020-01-13,140.56967163085938,33.891998291015625,150.8699951171875
2020-01-14,141.8592987060547,33.86899948120117,149.39999389648438
2020-01-15,140.9995574951172,33.90700149536133,152.4499969482422
2020-01-16,141.78114318847656,33.86199951171875,151.83999633789062
2020-01-17,141.0093231201172,33.96699905395508,148.33999633789062
2020-01-21,140.25701904296875,33.81100082397461,148.9499969482422
2020-01-22,140.69667053222656,32.599998474121094,148.1199951171875
2020-01-23,138.92831420898438,34.959999084472656,148.97000122070312
2020-01-24,136.8571014404297,35.316001892089844,146.6300048828125
2020-01-27,132.77325439453125,34.28799819946289,144.33999633789062
2020-01-28,135.18643188476562,34.85200119018555,144.3000030517578
2020-01-29,132.92959594726562,34.316001892089844,141.57000732421875
2020-01-30,134.6393280029297,34.77399826049805,142.7100067138672
2020-01-31,135.12782287597656,34.50899887084961,141.3000030517578
2020-02-03,138.06857299804688,35.79999923706055,146.5
2020-02-04,141.40011596679688,36.9010009765625,154.30999755859375
2020-02-05,138.11741638183594,36.96699905395508,147.0
2020-02-06,139.41680908203125,36.69499969482422,154.3699951171875
2020-02-07,137.77548217773438,36.676998138427734,154.5500030517578
2020-02-10,139.309326171875,37.106998443603516,148.3300018310547
2020-02-11,137.76571655273438,37.36899948120117,145.77000427246094
2020-02-12,138.5863800048828,38.000999450683594,147.0800018310547
2020-02-13,137.65821838378906,38.13999938964844,141.5
2020-02-14,136.3295135498047,38.040000915527344,141.0
2020-02-18,135.938720703125,38.77799987792969,144.6300048828125
2020-02-19,138.0490264892578,38.61899948120117,143.36000061035156
2020-02-20,137.1404266357422,38.599998474121094,147.86000061035156
2020-02-21,135.77261352539062,38.00699996948242,146.9499969482422
2020-02-24,129.9497528076172,36.869998931884766,145.3300018310547
2020-02-25,125.24066162109375,36.00899887084961,141.8000030517578
2020-02-26,120.52178955078125,37.92399978637695,140.49000549316406
2020-02-27,115.32418823242188,37.17100143432617,134.50999450683594
2020-02-28,114.94316101074219,36.90299987792969,137.1199951171875
2020-03-02,117.21955871582031,38.10499954223633,139.33999633789062
2020-03-03,113.77075958251953,36.87699890136719,137.16000366210938
2020-03-04,116.43795013427734,38.37900161743164,144.25
2020-03-05,111.35759735107422,37.27799987792969,148.0800018310547
2020-03-06,112.61791229248047,36.89699935913086,145.13999938964844
2020-03-09,101.94915008544922,34.64899826049805,139.77999877929688
2020-03-10,108.89557647705078,36.41299819946289,141.89999389648438
2020-03-11,103.08247375488281,34.992000579833984,135.05999755859375
2020-03-12,89.69766998291016,31.524999618530273,126.98999786376953
2020-03-13,100.16126251220703,33.630001068115234,131.55999755859375
2020-03-16,92.82404327392578,29.884000778198242,117.63999938964844
2020-03-17,91.37809753417969,31.975000381469727,118.87000274658203
2020-03-18,86.75692749023438,31.547000885009766,121.23999786376953
2020-03-19,92.74588775634766,33.202999114990234,129.1300048828125
2020-03-20,84.00181579589844,33.28300094604492,124.36000061035156
2020-03-23,83.786865234375,36.027000427246094,118.18000030517578
2020-03-24,95.86250305175781,35.731998443603516,129.69000244140625
2020-03-25,98.41243743896484,34.23899841308594,124.2300033569336
2020-03-26,102.93592071533203,36.29899978637695,126.80999755859375
2020-03-27,94.18206787109375,35.71200180053711,122.54000091552734
2020-03-30,97.50383758544922,37.09600067138672,121.43000030517578
2020-03-31,94.37747192382812,37.54999923706055,121.44000244140625
2020-04-01,92.73612213134766,36.40800094604492,121.61000061035156
2020-04-02,94.73895263671875,37.007999420166016,121.91000366210938
2020-04-03,91.72003936767578,36.17599868774414,122.12000274658203
2020-04-06,97.28890991210938,37.99599838256836,122.5199966430664
2020-04-07,98.91071319580078,37.22800064086914,127.61000061035156
2020-04-08,98.74461364746094,37.11199951171875,126.04000091552734
2020-04-09,102.09571075439453,37.071998596191406,131.86000061035156
2020-04-13,101.11872100830078,39.672000885009766,129.8300018310547
2020-04-14,103.59051513671875,41.35499954223633,135.92999267578125
2020-04-15,100.99170684814453,42.67499923706055,138.77999877929688
2020-04-16,99.67276763916016,43.91699981689453,139.49000549316406
2020-04-17,104.17668914794922,42.29600143432617,141.86000061035156
2020-04-20,99.9072494506836,43.749000549316406,144.5399932861328
2020-04-21,98.22681427001953,43.382999420166016,139.13999938964844
2020-04-22,98.66647338867188,42.141998291015625,139.74000549316406
2020-04-23,98.67623138427734,42.66999816894531,138.7100067138672
2020-04-24,98.86185455322266,42.499000549316406,137.83999633789062
2020-04-27,103.61981201171875,42.13800048828125,140.25
2020-04-28,103.76636505126953,40.382999420166016,139.77999877929688
2020-04-29,109.66739654541016,41.18899917602539,155.77999877929688
2020-04-30,105.66172790527344,41.98500061035156,151.57000732421875
2020-05-01,103.07269287109375,41.527000427246094,144.83999633789062
2020-05-04,100.80607604980469,42.814998626708984,145.30999755859375
2020-05-05,98.73484802246094,42.46799850463867,145.02000427246094
2020-05-06,98.5589828491211,43.42599868774414,148.47999572753906
2020-05-07,103.1410903930664,43.65299987792969,148.0399932861328
2020-05-08,106.64849853515625,43.55500030517578,152.14999389648438
2020-05-11,105.29047393798828,44.051998138427734,156.02000427246094
2020-05-12,102.1543197631836,43.18199920654297,153.94000244140625
2020-05-13,100.55205535888672,43.82699966430664,148.97999572753906
2020-05-14,103.4732666015625,44.19499969482422,152.07000732421875
2020-05-15,106.54103088378906,45.41899871826172,158.8300018310547
2020-05-18,114.16157531738281,45.257999420166016,161.42999267578125
2020-05-19,111.7386245727539,45.104000091552734,175.02999877929688
2020-05-20,117.16092681884766,44.766998291015625,189.8000030517578
2020-05-21,115.1190185546875,43.625,192.74000549316406
2020-05-22,115.30463409423828,42.93199920654297,190.1699981689453
2020-05-26,118.16722869873047,41.47700119018555,191.0
2020-05-27,118.73388671875,41.98899841308594,185.9499969482422
2020-05-28,114.0638656616211,41.34400177001953,177.22000122070312
2020-05-29,114.60121154785156,41.972999572753906,180.92999267578125
2020-06-01,116.0373764038086,42.59199905395508,182.7100067138672
2020-06-02,116.01785278320312,42.73099899291992,189.36000061035156
2020-06-03,119.36893463134766,42.196998596191406,184.6300048828125
2020-06-04,120.84419250488281,41.43299865722656,181.83999633789062
2020-06-05,121.94818878173828,41.959999084472656,184.27999877929688
2020-06-08,124.35159301757812,41.94900131225586,187.3000030517578
2020-06-09,121.03958892822266,43.404998779296875,191.30999755859375
2020-06-10,119.36893463134766,43.448001861572266,189.39999389648438
2020-06-11,110.04842376708984,42.555999755859375,178.67999267578125
2020-06-12,112.83285522460938,41.80699920654297,180.07000732421875
2020-06-15,114.38627624511719,42.54999923706055,187.8800048828125
2020-06-16,115.71498107910156,43.612998962402344,185.47999572753906
2020-06-17,114.94316101074219,44.777000427246094,199.8300018310547
2020-06-18,115.64659881591797,44.98699951171875,225.27999877929688
2020-06-19,111.71908569335938,45.37200164794922,231.2899932861328
2020-06-22,113.25296020507812,46.80400085449219,236.05999755859375
2020-06-23,113.90753936767578,46.625999450683594,241.75999450683594
2020-06-24,109.49154663085938,45.78499984741211,242.86000061035156
2020-06-25,108.7978744506836,46.590999603271484,267.4700012207031
2020-06-26,106.58985900878906,44.34000015258789,264.95001220703125
2020-06-29,108.9542007446289,44.7239990234375,265.1400146484375
2020-06-30,108.94441223144531,45.50400161743164,258.19000244140625
2020-07-01,110.409912109375,48.56399917602539,258.8999938964844
2020-07-02,109.59901428222656,47.68899917602539,271.489990234375
2020-07-06,111.79723358154297,49.38100051879883,260.260009765625
2020-07-07,111.0156478881836,49.316001892089844,261.989990234375
2020-07-08,113.97593688964844,50.27799987792969,269.260009765625
2020-07-09,114.12248992919922,50.7760009765625,274.7900085449219
2020-07-10,116.59427642822266,54.87300109863281,278.239990234375
2020-07-13,113.54605865478516,52.54999923706055,261.19000244140625
2020-07-14,115.92992401123047,52.487998962402344,262.79998779296875
2020-07-15,118.1183853149414,52.32600021362305,258.5
