Date,DIS,NFLX,SPOT
2022-06-28,16812400,71854000,2539000
2022-06-29,8653200,57668000,3052800
2022-06-30,10983500,78947000,2399300
2022-07-01,10543400,52016000,1987500
2022-07-05,10660600,73343000,2555600
2022-07-06,8640200,57534000,1591900
2022-07-07,7813100,63345000,1544100
2022-07-08,7717300,58357000,1433700
2022-07-11,7643700,60388000,1744400
2022-07-12,8665300,68453000,1137600
2022-07-13,12006400,127344000,1443500
2022-07-14,11146400,90395000,1335800
2022-07-15,14946700,163191000,1608100
2022-07-18,10430400,163228000,1576200
2022-07-19,13683400,281787000,1964500
2022-07-20,15112700,539203000,2075800
2022-07-21,8611300,234301000,2381400
2022-07-22,7803500,178055000,2046300
2022-07-25,6726700,109352000,1595500
2022-07-26,6346600,95085000,2752600
2022-07-27,9684800,105084000,7373300
2022-07-28,7970300,89727000,2637400
2022-07-29,10320000,90649000,1708100
2022-08-01,7769700,55250000,1684000
2022-08-02,9093000,63613000,1116100
2022-08-03,11243000,64007000,1698500
2022-08-04,7322400,71427000,1459200
2022-08-05,10100000,55397000,1304100
2022-08-08,13025900,109821000,998000
2022-08-09,8776500,61812000,1090800
2022-08-10,26398700,92548000,1369800
2022-08-11,50375000,87801000,1985500
2022-08-12,21964800,60985000,910200
2022-08-15,24628300,65274000,1021700
2022-08-16,14607300,51368000,872700
2022-08-17,9140900,56272000,1411600
2022-08-18,7343900,52804000,1102400
2022-08-19,8702500,75047000,963400
2022-08-22,11575800,86301000,1213700
2022-08-23,7180700,52769000,895900
2022-08-24,7840500,54263000,702000
2022-08-25,6920900,37669000,860500
2022-08-26,7807400,53498000,908500
2022-08-29,6882700,71094000,966000
2022-08-30,8060000,57404000,951600
2022-08-31,7353000,86159000,1050400
2022-09-01,7718700,72929000,1570600
2022-09-02,8465100,81649000,1405300
2022-09-06,9537300,74690000,962800
2022-09-07,8193900,81493000,652300
2022-09-08,8443300,67374000,857900
2022-09-09,9563100,66996000,1616600
2022-09-12,7923400,60474000,1407800
2022-09-13,10504600,80001000,1729000
2022-09-14,8610400,82303000,1210400
2022-09-15,9739800,194541000,1336400
2022-09-16,15978800,189142000,1348200
2022-09-19,7979500,179124000,1714800
2022-09-20,6957400,160374000,1323300
2022-09-21,9776400,91668000,873500
2022-09-22,10953400,100180000,1005100
2022-09-23,11976900,112072000,1782100
2022-09-26,9760500,82343000,1578400
2022-09-27,13360200,77622000,1268400
2022-09-28,12895500,175797000,1016900
2022-09-29,9435100,189949000,1524700
2022-09-30,12094900,118486000,1859000
2022-10-03,9468400,86574000,3551100
2022-10-04,10229000,139259000,2057000
2022-10-05,7562800,108256000,1681900
2022-10-06,6728200,91889000,1425200
2022-10-07,7051000,98061000,1276300
2022-10-10,9532300,99911000,1305100
2022-10-11,8900900,152824000,1973700
2022-10-12,6156200,129526000,4097000
2022-10-13,11025400,175050000,2378200
2022-10-14,8202100,152934000,1644600
2022-10-17,7083800,210578000,1189100
2022-10-18,8533500,257767000,1810900
2022-10-19,11731000,466853000,1308100
2022-10-20,8212400,172071000,1314300
2022-10-21,10193400,248891000,1737800
2022-10-24,8221500,133264000,6219400
2022-10-25,7687500,151007000,3226200
2022-10-26,9203700,157141000,8005500
2022-10-27,8673500,146126000,3597200
2022-10-28,7250900,99605000,2460700
2022-10-31,8814800,75051000,1994700
2022-11-01,7955800,69164000,2690000
2022-11-02,9583200,103676000,3244400
2022-11-03,8978400,70574000,3530800
2022-11-04,11035800,111247000,2054900
2022-11-07,11355200,79270000,1520900
2022-11-08,27130300,76838000,1321500
2022-11-09,62029800,72660000,1680900
2022-11-10,36968100,96673000,2078800
2022-11-11,22373300,95738000,1987100
2022-11-14,20598000,179782000,1338400
2022-11-15,15801900,146269000,1326200
2022-11-16,11137700,80386000,953400
2022-11-17,12306400,98382000,1941400
2022-11-18,10011700,84001000,1601400
2022-11-21,70273500,72565000,1392500
2022-11-22,25753700,62451000,1614300
2022-11-23,15503200,59190000,905600
2022-11-25,6664300,32360000,602200
2022-11-28,13660000,47034000,1136700
2022-11-29,13205300,57869000,1007000
2022-11-30,15368100,160701000,1514800
2022-12-01,13855700,146649000,1021500
2022-12-02,12608100,126906000,1153900
2022-12-05,10764500,84230000,1171800
2022-12-06,11492400,71954000,1647100
